serp_id,requested_at,search_query,id,link,visible_link,rank,image_path,image_hash
6165,2016-09-28 18:28:22,hillary clinton,97212,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6165/6165_26_hillary_clinton_2.jpg,764fce5e4be6b6d2
6165,2016-09-28 18:28:22,hillary clinton,97213,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6165/6165_27_hillary_clinton_3.jpg,decfc7c7cec6cecc
6165,2016-09-28 18:28:22,hillary clinton,97214,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6165/6165_28_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6165,2016-09-28 18:28:22,hillary clinton,97215,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253B9iPGjgkACxIzvM%253Bhttp%25253A%25252F%25252Fwww.cnn.com%25252Felection%25252Fprimaries%25252Fcandidates%25252Fhillary-clinton&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252C9iPGjgkACxIzvM%252C_&usg=__40AWlQh7TIjbSV4E2_lYak2K-TY%3D,http://www.cnn.com/election/primaries/candidates/hillary-clinton,5,./images/6165/6165_29_hillary_clinton_5.jpg,96970f0706064e86
6165,2016-09-28 18:28:22,hillary clinton,97216,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6165/6165_30_hillary_clinton_6.jpg,27464666644d5434
6237,2016-09-29 18:28:22,hillary clinton,98684,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6237/6237_25_hillary_clinton_1.jpg,861e1f37179f0e8c
6237,2016-09-29 18:28:22,hillary clinton,98685,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6237/6237_26_hillary_clinton_2.jpg,764fce5e4be6b6d2
6237,2016-09-29 18:28:22,hillary clinton,98686,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6237/6237_27_hillary_clinton_3.jpg,decfc7c7cec6cecc
6237,2016-09-29 18:28:22,hillary clinton,98687,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6237/6237_28_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6237,2016-09-29 18:28:22,hillary clinton,98688,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253B9iPGjgkACxIzvM%253Bhttp%25253A%25252F%25252Fwww.cnn.com%25252Felection%25252Fprimaries%25252Fcandidates%25252Fhillary-clinton&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252C9iPGjgkACxIzvM%252C_&usg=__40AWlQh7TIjbSV4E2_lYak2K-TY%3D,http://www.cnn.com/election/primaries/candidates/hillary-clinton,5,./images/6237/6237_29_hillary_clinton_5.jpg,96970f0706064e86
6237,2016-09-29 18:28:22,hillary clinton,98689,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6237/6237_30_hillary_clinton_6.jpg,27464666644d5434
6309,2016-09-30 18:28:22,hillary clinton,100105,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6309/6309_24_hillary_clinton_1.jpg,861e1f37179f0e8c
6309,2016-09-30 18:28:22,hillary clinton,100106,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6309/6309_25_hillary_clinton_2.jpg,764fce5e4be6b6d2
6309,2016-09-30 18:28:22,hillary clinton,100107,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6309/6309_26_hillary_clinton_3.jpg,decfc7c7cec6cecc
6309,2016-09-30 18:28:22,hillary clinton,100108,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6309/6309_27_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6309,2016-09-30 18:28:22,hillary clinton,100109,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253B9iPGjgkACxIzvM%253Bhttp%25253A%25252F%25252Fwww.cnn.com%25252Felection%25252Fprimaries%25252Fcandidates%25252Fhillary-clinton&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252C9iPGjgkACxIzvM%252C_&usg=__40AWlQh7TIjbSV4E2_lYak2K-TY%3D,http://www.cnn.com/election/primaries/candidates/hillary-clinton,5,./images/6309/6309_28_hillary_clinton_5.jpg,96970f0706064e86
6309,2016-09-30 18:28:22,hillary clinton,100110,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6309/6309_29_hillary_clinton_6.jpg,27464666644d5434
6381,2016-10-01 18:28:22,hillary clinton,101528,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6381/6381_23_hillary_clinton_1.jpg,861e1f37179f0e8c
6381,2016-10-01 18:28:22,hillary clinton,101529,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6381/6381_24_hillary_clinton_2.jpg,764fce5e4be6b6d2
6381,2016-10-01 18:28:22,hillary clinton,101530,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6381/6381_25_hillary_clinton_3.jpg,decfc7c7cec6cecc
6381,2016-10-01 18:28:22,hillary clinton,101531,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6381/6381_26_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6381,2016-10-01 18:28:22,hillary clinton,101532,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253B9iPGjgkACxIzvM%253Bhttp%25253A%25252F%25252Fwww.cnn.com%25252Felection%25252Fprimaries%25252Fcandidates%25252Fhillary-clinton&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252C9iPGjgkACxIzvM%252C_&usg=__40AWlQh7TIjbSV4E2_lYak2K-TY%3D,http://www.cnn.com/election/primaries/candidates/hillary-clinton,5,./images/6381/6381_27_hillary_clinton_5.jpg,96970f0706064e86
6381,2016-10-01 18:28:22,hillary clinton,101533,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6381/6381_28_hillary_clinton_6.jpg,27464666644d5434
6453,2016-10-02 18:28:22,hillary clinton,102965,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6453/6453_24_hillary_clinton_1.jpg,861e1f37179f0e8c
6453,2016-10-02 18:28:22,hillary clinton,102966,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6453/6453_25_hillary_clinton_2.jpg,764fce5e4be6b6d2
6453,2016-10-02 18:28:22,hillary clinton,102967,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6453/6453_26_hillary_clinton_3.jpg,decfc7c7cec6cecc
6453,2016-10-02 18:28:22,hillary clinton,102968,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6453/6453_27_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6453,2016-10-02 18:28:22,hillary clinton,102969,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253B9iPGjgkACxIzvM%253Bhttp%25253A%25252F%25252Fwww.cnn.com%25252Felection%25252Fprimaries%25252Fcandidates%25252Fhillary-clinton&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252C9iPGjgkACxIzvM%252C_&usg=__40AWlQh7TIjbSV4E2_lYak2K-TY%3D,http://www.cnn.com/election/primaries/candidates/hillary-clinton,5,./images/6453/6453_28_hillary_clinton_5.jpg,96970f0706064e86
6453,2016-10-02 18:28:22,hillary clinton,102970,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6453/6453_29_hillary_clinton_6.jpg,27464666644d5434
6525,2016-10-03 18:28:22,hillary clinton,104398,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6525/6525_24_hillary_clinton_1.jpg,861e1f37179f0e8c
6525,2016-10-03 18:28:22,hillary clinton,104399,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6525/6525_25_hillary_clinton_2.jpg,764fce5e4be6b6d2
6525,2016-10-03 18:28:22,hillary clinton,104400,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6525/6525_26_hillary_clinton_3.jpg,decfc7c7cec6cecc
6525,2016-10-03 18:28:22,hillary clinton,104401,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6525/6525_27_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6525,2016-10-03 18:28:22,hillary clinton,104402,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253BYUMzmI_mzUQReM%253Bhttp%25253A%25252F%25252Fwww.politicususa.com%25252F2016%25252F10%25252F02%25252Ftexas-newspaper-destroys-myth-hillary-clinton-lesser-evils.html&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252CYUMzmI_mzUQReM%252C_&usg=__kVNOiKOtDnt9kGlZs3JsuOulfJY%3D,http://www.politicususa.com/2016/10/02/texas-newspaper-destroys-myth-hillary-clinton-lesser-evils.html,5,./images/6525/6525_28_hillary_clinton_5.jpg,96970f0706064e86
6525,2016-10-03 18:28:22,hillary clinton,104403,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6525/6525_29_hillary_clinton_6.jpg,27464666644d5434
6597,2016-10-04 18:28:22,hillary clinton,105838,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6597/6597_24_hillary_clinton_1.jpg,861e1f37179f0e8c
6597,2016-10-04 18:28:22,hillary clinton,105839,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6597/6597_25_hillary_clinton_2.jpg,764fce5e4be6b6d2
6597,2016-10-04 18:28:22,hillary clinton,105840,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6597/6597_26_hillary_clinton_3.jpg,decfc7c7cec6cecc
6597,2016-10-04 18:28:22,hillary clinton,105841,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6597/6597_27_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
6597,2016-10-04 18:28:22,hillary clinton,105842,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=9B_kD-B9a0WaKM%253A%253BYUMzmI_mzUQReM%253Bhttp%25253A%25252F%25252Fwww.politicususa.com%25252F2016%25252F10%25252F02%25252Ftexas-newspaper-destroys-myth-hillary-clinton-lesser-evils.html&source=iu&pf=m&fir=9B_kD-B9a0WaKM%253A%252CYUMzmI_mzUQReM%252C_&usg=__kVNOiKOtDnt9kGlZs3JsuOulfJY%3D,http://www.politicususa.com/2016/10/02/texas-newspaper-destroys-myth-hillary-clinton-lesser-evils.html,5,./images/6597/6597_28_hillary_clinton_5.jpg,96970f0706064e86
6597,2016-10-04 18:28:22,hillary clinton,105843,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=DmiLUiijRXjp4M%253A%253BUsNL7IQ4VDTIIM%253Bhttp%25253A%25252F%25252Fwww.politico.com%25252Fstory%25252F2016%25252F01%25252Fclinton-obama-supreme-court-218259&source=iu&pf=m&fir=DmiLUiijRXjp4M%253A%252CUsNL7IQ4VDTIIM%252C_&usg=__Upbfbuei_mmgRdvP6J6dXc9H4M4%3D,http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,6,./images/6597/6597_29_hillary_clinton_6.jpg,27464666644d5434
6669,2016-10-05 18:28:22,hillary clinton,107270,/imgres?imgurl=https://lh4.googleusercontent.com/-eXKU4UhFusI/AAAAAAAAAAI/AAAAAAAAATA/1QahWqsqd-I/s0-c-k-no-ns/photo.jpg&imgrefurl=https://plus.google.com/u/0/100418579567144177985&h=1198&w=1200&tbnid=nzJ4iIyOn0P1dM:&tbnh=186&tbnw=186&docid=3KKANlO3h06JbM&itg=1&usg=__a4BrdtGQmqwg2FftrRcOkBCh6gU=,https://plus.google.com/100418579567144177985,1,./images/6669/6669_24_hillary_clinton_1.jpg,861e1f37179f0e8c
6669,2016-10-05 18:28:22,hillary clinton,107271,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=l1bOsnffsqudkM%253A%253Baa-QNjwhVwqTsM%253Bhttps%25253A%25252F%25252Fen.wikipedia.org%25252Fwiki%25252FHillary_Clinton&source=iu&pf=m&fir=l1bOsnffsqudkM%253A%252Caa-QNjwhVwqTsM%252C_&usg=__YulZmYqEL0j6l6DSYgreZ7JhP1M%3D,https://en.wikipedia.org/wiki/Hillary_Clinton,2,./images/6669/6669_25_hillary_clinton_2.jpg,764fce5e4be6b6d2
6669,2016-10-05 18:28:22,hillary clinton,107272,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=4sg6lzUJ9CYYcM%253A%253BJ7gOtOCZoV9pyM%253Bhttp%25253A%25252F%25252Fwww.biography.com%25252Fpeople%25252Fhillary-clinton-9251306&source=iu&pf=m&fir=4sg6lzUJ9CYYcM%253A%252CJ7gOtOCZoV9pyM%252C_&usg=__Kfn7qT_gfBiz1DDDAxACEwGUiBY%3D,http://www.biography.com/people/hillary-clinton-9251306,3,./images/6669/6669_26_hillary_clinton_3.jpg,decfc7c7cec6cecc
6669,2016-10-05 18:28:22,hillary clinton,107273,/search?q=hillary+clinton&biw=1300&bih=550&site=webhp&tbm=isch&imgil=V5Ws_loMXw__aM%253A%253BG1MJMVh1puHt9M%253Bhttp%25253A%25252F%25252Frussia-insider.com%25252Fen%25252Fnode%25252F15518&source=iu&pf=m&fir=V5Ws_loMXw__aM%253A%252CG1MJMVh1puHt9M%252C_&usg=__vXwcgxFTdAYtYVq65mFHoxeWCKE%3D,http://russia-insider.com/en/node/15518,4,./images/6669/6669_27_hillary_clinton_4.jpg,2f1e0e0e1f1b1b9b
