,candidate,count,image_file,image_url,news_source,news_source_url,present
161,donald_trump,161,161_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/07/gettyimages-612894872_wide-6a821897ebfe4c556960c7ee4eaba15bb82e49ed-s900-c85.jpg,NPR,http://www.npr.org/2016/10/07/497087141/donald-trump-caught-on-tape-making-vulgar-remarks-about-women,1
162,donald_trump,162,162_donald_trump.jpg,https://media1.britannica.com/eb-media/94/191094-049-EF255FCD.jpg,Encyclopedia Britannica,https://www.britannica.com/biography/Donald-Trump,1
163,donald_trump,163,163_donald_trump.jpg,http://static2.politico.com/dims4/default/b876581/2147483647/resize/1160x%3E/quality/90/?url\u003dhttp%3A%2F%2Fstatic.politico.com%2F3a%2F25%2F4a5973424c5c81d69eecccb36b66%2Fgettyimages-609842650.jpg,Politico,http://www.politico.com/magazine/story/2016/09/trump-biggest-fatal-gaffes-mistakes-offensive-214289,1
164,donald_trump,164,164_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/10-9-debate/161010_POL_trump-pick.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/news_and_politics/politics/2016/10/donald_trump_tells_hillary_clinton_you_d_be_in_jail.html,1
166,donald_trump,166,166_donald_trump.jpg,https://foreignpolicymag.files.wordpress.com/2016/10/gettyimages-615856778.jpg,Foreign Policy,http://foreignpolicy.com/2016/10/20/donald-trump-rigged-elections-violence-american-democracy/,1
169,donald_trump,169,169_donald_trump.jpg,http://media3.s-nbcnews.com/j/newscms/2016_42/1756481/161018-trump-mbe-830_9f3a89ac0e03f745a502abe87dd326d0.nbcnews-ux-2880-1000.jpg,NBC New,http://www.nbcnews.com/storyline/2016-presidential-debates/donald-trump-tv-network-could-be-just-three-months-away-n668901,1
170,donald_trump,170,170_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_trump_061816ev_018_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,1
171,donald_trump,171,171_donald_trump.jpg,https://media1.s-nbcnews.com/j/msnbc/components/video/201609/2016-09-15t13-24-07-3z--1280x720.nbcnews-ux-1080-600.jpg,NBC New,http://www.nbcnews.com/politics/2016-election/trump-releases-results-last-physical-n648866,1
173,donald_trump,173,173_donald_trump.jpg,http://cbsnews1.cbsistatic.com/hub/i/r/2015/08/07/80f009f5-ae59-424b-9bc1-0c6ab041bb76/thumbnail/620x350/812c9661d8bb6f8b127d74b67012e86f/donald-trump-debate.jpg,CBS New,http://www.cbsnews.com/news/donald-trump-officially-fired-from-the-celebrity-apprentice/,1
174,donald_trump,174,174_donald_trump.jpg,http://pixel.nymag.com/imgs/daily/intelligencer/2016/10/14/14-trump-meltdown.w710.h473.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2016/10/trump-finally-went-there-and-called-hillary-clinton-ugly.html,1
177,donald_trump,177,177_donald_trump.jpg,https://static01.nyt.com/images/2016/09/09/us/09fd-trumpeducation/09fd-trumpeducation-master768.jpg,The New York Time,https://www.nytimes.com/2016/09/09/us/politics/donald-trump-vs-hillary-clinton-where-they-stand-on-education.html,1
181,donald_trump,181,181_donald_trump.jpg,http://assets2.bigthink.com/system/idea_thumbnails/38207/size_1024/donald-trump_1_.jpg?1304464141,Big Think,http://bigthink.com/artful-choice/less-than-artful-choices-narcissistic-personality-disorder-according-to-donald-trump,1
183,donald_trump,183,183_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/Wires/Images/2016-06-07/Reuters/2016-06-08T022823Z_01_NYC101_RTRIDSP_3_USA-ELECTION-TRUMP.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/06/09/in-2009-donald-trump-endorsed-action-on-climate-change-three-months-later-he-disparaged-it/,1
185,donald_trump,185,185_donald_trump.jpg,https://images.newrepublic.com/41753a5ed4a31d7ab0f93cad20ad903a168fdb5e.jpeg?w\u003d1000\u0026q\u003d65\u0026dpi\u003d1\u0026fm\u003dpjpg\u0026fit\u003dcrop\u0026crop\u003dfaces\u0026h\u003d667,New Republic,https://newrepublic.com/article/124803/donald-trump-not-lia,1
186,donald_trump,186,186_donald_trump.jpg,http://cdn.newsday.com/polopoly_fs/1.12480655.1476995183!/httpImage/image.jpeg_gen/derivatives/display_960/image.jpeg,Newsday,http://www.newsday.com/news/nation/donald-trump-speech-debates-and-campaign-quotes-1.11206532,1
187,donald_trump,187,187_donald_trump.jpg,http://www.newyorker.com/wp-content/uploads/2016/10/JLA-Trump-Cuba-1200.jpg,The New Yorker,http://www.newyorker.com/news/news-desk/donald-trumps-cuba-hypocrisy,1
189,donald_trump,189,189_donald_trump.jpg,https://i.kinja-img.com/gawker-media/image/upload/s--LwL68EuT--/uk0salgpa7fpyzxvfyie.jpg,The Slot - Jezebel,http://theslot.jezebel.com/donald-trump-has-been-elected-president-of-the-united-s-1788623620,1
191,donald_trump,191,191_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/WashingtonPost/2016/10/08/National-Politics/Images/05576306.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/acts-of-faith/wp/2016/10/09/in-a-stunning-reversal-theologian-pulls-back-support-from-donald-trump/,1
193,donald_trump,193,193_donald_trump.jpg,http://stmedia.stimg.co/ctyp_donald-trump-chin.jpg?w\u003d800,City Page,http://www.citypages.com/news/the-20-best-nicknames-for-donald-trump-so-far/389377462,1
194,donald_trump,194,194_donald_trump.jpg,http://cdn.thedailybeast.com/content/dailybeast/articles/2016/09/09/donald-trump-vladimir-putin-and-the-thug-theory-of-leadership/jcr:content/image.crop.800.500.jpg/49114020.cached.jpg,The Daily Bea,http://www.thedailybeast.com/articles/2016/09/09/donald-trump-vladimir-putin-and-the-thug-theory-of-leadership.html,1
196,donald_trump,196,196_donald_trump.jpg,https://www.usnews.com/dims4/USNEWS/f2bd0cc/2147483647/thumbnail/970x647/quality/85/?url\u003d%2Fcmsmedia%2Fdc%2Fcc89ab17b1293e36a185cf95d3d369%2Fresizes%2F1500%2Fmedia%3A29caca151c264d068bc175aca94b851aCampaign2016Trump.JPEG,US News \u0026 World Repor,http://www.usnews.com/news/articles/2016-09-16/donald-trumps-alternate-reality-strategy,1
197,donald_trump,197,197_donald_trump.jpg,http://www.slate.com/content/dam/slate/uploads/2016/10/06/612532164-republican-presidential-nominee-donald-trump-applauds.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/business/the_juice/2016/10/donald_trump_gets_everything_wrong_about_the_war_on_coal.html,1
198,donald_trump,198,198_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/10/03/03-donald-trump-apprentice.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/10/donald-trump-sexually-harassed-cast-and-crew-on-the-apprentice.html,1
199,donald_trump,199,199_donald_trump.jpg,http://static1.businessinsider.com/image/58100d68b28a647b548b4703-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/trump-investigation-obama-wikileaks-clinton-emails-2016-10,1
201,donald_trump,201,201_donald_trump.jpg,https://www.usnews.com/dims4/USNEWS/b6ae2da/2147483647/thumbnail/640x420/quality/85/?url\u003d%2Fcmsmedia%2F2b%2Fdc7a3410832648c337b628f61ba30b%2Fresizes%2F1500%2Fmedia%3Aaec7b0b86edb46b2aaada6df7dfcf851Campaign2016Trump.JPEG,US News \u0026 World Repor,https://www.usnews.com/news/politics/articles/2016-09-10/ap-fact-check-trumps-false-claim-of-opposing-the-iraq-wa,1
202,donald_trump,202,202_donald_trump.jpg,http://cbsnews3.cbsistatic.com/hub/i/r/2016/10/05/96ac27f0-7725-4a0c-921b-de69c4becf7a/thumbnail/620x350g2/86e4f20c415c105f79b97cbe606292e7/rtsqs1m.jpg,CBS New,http://www.cbsnews.com/news/is-donald-trump-actually-under-audit/,1
204,donald_trump,204,204_donald_trump.jpg,https://www.openinvest.co/images/issues/TrumpIssues.jpg,OpenInve,https://www.openinvest.co/blog/divest_donald_trump,1
205,donald_trump,205,205_donald_trump.jpg,http://i2.cdn.turner.com/money/dam/assets/161002115615-donald-trump-pennsylvania-rally-780x439.jpg,CNN Money,http://money.cnn.com/2016/10/12/media/donald-trump-polls/,1
207,donald_trump,207,207_donald_trump.jpg,https://i2.wp.com/thefederalist.com/wp-content/uploads/2015/06/Donald-Trump-Fake-Campaign.jpg?resize\u003d350%2C200,The Federali,http://thefederalist.com/2017/02/14/why-the-resistance-is-the-best-thing-that-could-have-happened-to-donald-trump/,1
212,donald_trump,212,212_donald_trump.jpg,http://img.wennermedia.com/480-width/donald-trump-4a87641f-b3cc-4894-ad1c-1280407c6b7d.jpg,Us Weekly,http://www.usmagazine.com/entertainment/news/best-donald-trump-impressions-alec-baldwin-jimmy-fallon-more-w446553,1
214,donald_trump,214,214_donald_trump.jpg,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2016/10/28/104060542-RTX2QSCS.1910x1000.jpg,CNBC.com,http://www.cnbc.com/2016/10/28/donald-trump-will-win-the-election-and-is-more-popular-than-obama-in-2008-ai-system-finds.html,1
217,donald_trump,217,217_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/09/16/16-donald-trump.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/09/donald-trumps-new-anti-abortion-letter-should-terrify-you.html,1
221,donald_trump,221,221_donald_trump.jpg,http://static1.businessinsider.com/image/57e3e298dd0895435a8b4687-480/donald-trump-telephone-phone-call.jpg,Business Insider,http://www.businessinsider.com/trump-attacks-plan-transfer-oversight-icann-from-us-wrong-censorship-2016-9,1
222,donald_trump,222,222_donald_trump.jpg,http://static1.businessinsider.com/image/57d1b90209d29327008b6bc3-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/reid-hoffman-millions-to-vets-donald-trump-tax-returns-2016-9,1
223,donald_trump,223,223_donald_trump.jpg,http://static.politico.com/3f/73/b088696744e59f80e214fe7710be/10-donald-trump-30-ap-1160.jpg,Politico,http://www.politico.com/story/2017/02/trump-nordstrom-tweet-ivanka-234791,1
225,donald_trump,225,225_donald_trump.jpg,http://2d0yaz2jiom3c6vy7e7e5svk.wpengine.netdna-cdn.com/wp-content/uploads/2016/09/reuter-410x220.jpg,Raw Story,http://www.rawstory.com/2017/02/hes-a-racist-david-cay-johnson-explains-why-donald-trump-doesnt-know-anything/,1
227,donald_trump,227,227_donald_trump.jpg,http://pixel.nymag.com/imgs/daily/science/2015/09/09/09-donald-trump-bully.w536.h357.jpg,New York Magazine,http://nymag.com/scienceofus/2015/09/bullying-researcher-explains-donald-trump.html,1
229,donald_trump,229,229_donald_trump.jpg,http://www.alternet.org/sites/default/files/styles/story_image/public/story_images/28915300874_ce0cd6c754_z.jpg?itok\u003d7_lT5XhV,Alterne,http://www.alternet.org/election-2016/donald-trump-was-bailed-out-bankruptcy-russia-crime-bosses,1
230,donald_trump,230,230_donald_trump.jpg,http://media.salon.com/2016/05/donald_trump141-620x412.jpg,Salon,http://www.salon.com/2016/05/15/donald_trump_is_not_an_lgbt_friendly_candidate_his_presidency_would_be_a_disaster_for_human_rights/,1
232,donald_trump,232,232_donald_trump.jpg,http://www.slate.com/content/dam/slate/blogs/the_slatest/2016/11/06/is_donald_trump_s_closing_campaign_ad_anti_semitic/614354602-republican-presidential-candidate-donald-trump-speaks.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/blogs/the_slatest/2016/11/06/is_donald_trump_s_closing_campaign_ad_anti_semitic.html,1
233,donald_trump,233,233_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/donald_trump_could_have_been_president_don_t_forget_it/578546944-republican-presidential-candidate-donald-trump-gives.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/news_and_politics/politics/2016/10/donald_trump_could_have_been_president_don_t_forget_it.html,1
234,donald_trump,234,234_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/10/24/24-donald-trump.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/10/donald-trump-accuser-threatens-to-sue-him-for-emotional-hurt.html,1
235,donald_trump,235,235_donald_trump.jpg,https://si.wsj.net/public/resources/images/BN-QB709_1001tr_GR_20161002000431.jpg,Wall Street Journal,http://www.wsj.com/articles/donald-trump-win-gives-gop-fuel-to-slash-taxes-1478687402,1
236,donald_trump,236,236_donald_trump.jpg,https://static01.nyt.com/images/2016/10/13/opinion/13blowWeb/13blowWeb-master768.jpg,The New York Time,https://www.nytimes.com/2016/10/13/opinion/donald-trump-unshackled-and-unhinged.html,1
238,donald_trump,238,238_donald_trump.jpg,http://www.catholicnewsagency.com/images/Donald_Trump_Credit_Christopher_Halloran_via_wwwshutterstockcom_CNA.jpg?w\u003d640,Catholic News Agency,http://www.catholicnewsagency.com/tags/donald-trump/,1
239,donald_trump,239,239_donald_trump.jpg,https://img.washingtonpost.com/rf/image_480w/2010-2019/WashingtonPost/2016/09/30/Editorial-Opinion/Images/Campaign_2016_Trump-09223-1667.jpg?uuid\u003dXjIWdocoEeaSwhS2Tz1FPw,Washington Po,https://www.washingtonpost.com/opinions/a-wrecking-ball-in-the-white-house-the-damage-trump-could-do-from-day-one/2016/09/30/1c69e9cc-85b5-11e6-a3ef-f35afb41797f_story.html,1
240,donald_trump,240,240_donald_trump.jpg,https://media1.s-nbcnews.com/j/msnbc/components/video/201610/2016-10-13t22-32-24-9z--1280x720.nbcnews-ux-1080-600.jpg,NBC New,http://www.nbcnews.com/politics/2016-election/allegations-women-have-made-against-donald-trump-n665731,1
241,donald_trump,241,241_donald_trump.jpg,http://i2.cdn.turner.com/money/dam/assets/161016151237-trumps-dangerous-talk-about-a-stolen-election-00020430-1024x576.jpg,CNN Money,http://money.cnn.com/2016/10/15/media/donald-trump-media-journalists/,1
246,donald_trump,246,246_donald_trump.jpg,http://static3.businessinsider.com/image/57fe4480918a0f3f1bae6d90/everything-we-know-about-donald-trumps-unhealthy-diet.jpg,Business Insider,http://www.businessinsider.com/donald-trump-unhealthy-diet-exercise-politics-2016-10,1
247,donald_trump,247,247_donald_trump.jpg,http://www.miamiherald.com/news/politics-government/election/donald-trump/kjge2q-Trm17TrumpMiamiNEWPPP.JPG/alternates/LANDSCAPE_768/Trm17%2BTrump%2BMiami%2BNEW%2BPPP.JPG,Miami Herald,http://www.miamiherald.com/news/politics-government/election/donald-trump/article95161477.html,1
248,donald_trump,248,248_donald_trump.jpg,http://s.newsweek.com/sites/www.newsweek.com/files/styles/embed-lg/public/2016/10/13/trump.jpg,Newsweek,http://www.newsweek.com/donald-trump-apologises-serbia-yugoslavia-bombing-509417,1
250,donald_trump,250,250_donald_trump.jpg,https://pixel.nymag.com/imgs/daily/intelligencer/2015/07/22/22-donald-trump-fox.w710.h473.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2015/07/on-trump-murdoch-has-lost-control-of-ailes-fox.html,1
252,donald_trump,252,252_donald_trump.jpg,http://cdn-s3.si.com/s3fs-public/2016/10/13/donald-trump-locker-room-talk-athletes.jpg,Sports Illustrated,http://www.si.com/more-sports/2016/donald-trump-locker-room-talk-comments-athlete-reactions,1
254,donald_trump,254,254_donald_trump.jpg,http://s.newsweek.com/sites/www.newsweek.com/files/2016/10/17/1017trumppress01.jpg,Newsweek,http://www.newsweek.com/2016/10/28/donald-trump-business-busts-victims-511034.html,1
257,donald_trump,257,257_donald_trump.jpg,http://static.politifact.com.s3.amazonaws.com/politifact/photos/DT_tight.jpg,PolitiFac,http://www.politifact.com/truth-o-meter/statements/2016/sep/07/donald-trump/trump-repeats-wrong-claim-he-opposed-iraq-war/,1
260,donald_trump,260,260_donald_trump.jpg,http://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2016/10/08/1008trump01.JPG,Newsweek,http://www.newsweek.com/donald-trump-words-echo-womans-allegations-507763,1
264,donald_trump,264,264_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump9.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4506757/donald-trump-ethics-conflict-business/,1
265,donald_trump,265,265_donald_trump.jpg,https://c.o0bg.com/rf/image_371w/Boston/2011-2020/2016/10/04/BostonGlobe.com/EditorialOpinion/Images/2016-10-04T165849Z_1709354076_S1BEUFBKSVAA_RTRMADP_3_USA-ELECTION-TRUMP.jpg,The Boston Globe,https://www.bostonglobe.com/opinion/2016/10/05/donald-trump-con-man/ndYVU5cxMdebiEA116MYfI/story.html,1
266,donald_trump,266,266_donald_trump.jpg,https://pmcdeadline2.files.wordpress.com/2016/10/donald-trump.jpg?w\u003d446\u0026h\u003d299\u0026crop\u003d1,Deadline,http://deadline.com/2016/10/donald-trump-law-order-svu-unstoppable-episode-scheduled-november-16unstoppable-citing-november-16-1201842797/,1
269,donald_trump,269,269_donald_trump.jpg,http://cbsnews2.cbsistatic.com/hub/i/r/2015/07/18/fc5a4c39-7419-4bc9-820e-d59636681084/resize/620x465/58094da168a3be4d63e8f18fed38d074/donald-trump-2015-07-18t162034z.jpg,CBS New,http://www.cbsnews.com/pictures/donald-trump-through-the-years/,1
274,donald_trump,274,274_donald_trump.jpg,http://img.wennermedia.com/social/gettyimages-612894876-783d18d4-3b0b-4c39-bcd6-014813d7db61.jpg,Rolling Stone,http://www.rollingstone.com/tv/news/see-alec-baldwin-snl-mock-donald-trumps-very-bad-week-w444044,1
275,donald_trump,275,275_donald_trump.jpg,http://thevoter.co.ke/wp-content/uploads/2017/01/donald-trump-suit.jpg,THE VOTER,http://thevoter.co.ke/2017/01/24/trump-bans-abortion-rights/,1
276,donald_trump,276,276_donald_trump.jpg,https://qzprod.files.wordpress.com/2016/10/ap_16281791533171-e1475905421734.jpg?quality\u003d80\u0026strip\u003dall\u0026w\u003d320,Quartz,https://qz.com/804528/the-republican-leaders-who-no-longer-endorse-trump/,1
277,donald_trump,277,277_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_908w/2010-2019/WashingtonPost/2016/02/10/National-Politics/Images/2016-02-09T215430Z_01_RTW139_RTRIDSP_3_USA-ELECTION-TRUMP.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/03/01/are-donald-trumps-fingers-weirdly-short-an-investigation/,1
280,donald_trump,280,280_donald_trump.jpg,http://www.newyorker.com/wp-content/uploads/2016/10/Frank-Looking-Backward-at-Trump-1200.jpg,The New Yorker,http://www.newyorker.com/news/daily-comment/looking-backward-at-donald-trump,1
281,donald_trump,281,281_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/Wires/Images/2016-10-12/Reuters/2016-10-13T023137Z_01_MCS140_RTRIDSP_3_USA-ELECTION-TRUMP.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2016/10/13/heres-the-advice-donald-trump-gave-bill-cosby-about-sexual-assault-accusations/,1
285,donald_trump,285,285_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/160916203535-gop-presidential-candidate-donald-trump-holds-rally-in-miami-large-169.jpg,CNN.com,http://www.cnn.com/2016/09/15/politics/donald-trump-obama-birther-united-states/,1
286,donald_trump,286,286_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/10/donald-trump-1.jpg?w\u003d450,People,http://people.com/politics/two-female-apprentice-alums-share-conflicting-experiences-donald-trump/,1
287,donald_trump,287,287_donald_trump.jpg,http://static1.businessinsider.com/image/57e5f2fa077dcc1e008b8028-2400/rtsf88d.jpg,Business Insider,http://www.businessinsider.com/clinton-and-trump-on-gun-control-2016-9,1
288,donald_trump,288,288_donald_trump.jpg,http://www.naturalnews.com/gallery/640/EditorialUse/Editorial-Use-Donald-Trump-Hands-Out-Campaign.jpg,Natural New,http://www.naturalnews.com/Donald_Trump.html,1
291,donald_trump,291,291_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/09/trumpcourt.jpg,Snopes.com,http://www.snopes.com/2016/11/05/trump-rape-lawsuit-dropped-again/,1
296,donald_trump,296,296_donald_trump.jpg,https://static01.nyt.com/images/2016/10/17/opinion/17blowsWeb/17blowsWeb-master768.jpg,The New York Time,https://www.nytimes.com/2016/10/17/opinion/donald-trump-the-worst-of-america.html,1
297,donald_trump,297,297_donald_trump.jpg,http://www.washingtonblade.com/content/files/2016/10/Donald_Trump_460x470_15_c_Washington_Blade_by_Michael_Key.jpg,Washington Blade,http://www.washingtonblade.com/2016/10/14/gay-defense-donald-trump/,1
299,donald_trump,299,299_donald_trump.jpg,http://static.diffen.com/uploadz/7/79/Donald-Trump-3.jpg,Diffen,http://www.diffen.com/difference/Donald-Trump-vs-Hillary-Clinton,1
302,donald_trump,302,302_donald_trump.jpg,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2017/03/17211877253_792413a6ee_b-701x468.jpg,Politicus USA,http://www.politicususa.com/tag/donald-trump,1
303,donald_trump,303,303_donald_trump.jpg,http://s.newsweek.com/sites/www.newsweek.com/files/styles/embed-lg/public/2016/09/30/trump-miami.jpg,Newsweek,http://www.newsweek.com/donald-trump-cuba-embargo-florida-fidel-castro-cuban-americans-havana-505067,1
305,donald_trump,305,305_donald_trump.jpg,http://blogs-images.forbes.com/keithflamer/files/2016/05/Trump-Presidential-Run-1200x673.jpg?width\u003d960,Forbe,http://www.forbes.com/sites/keithflamer/2016/05/27/deconstructing-donald-trump-a-homespun-tale-4/,1
307,donald_trump,307,307_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/160926221323-trump-hofstra-solo-pic-large-169.jpg,CNN.com,http://www.cnn.com/2016/09/26/politics/presidential-debate-hillary-clinton-donald-trump/,1
309,donald_trump,309,309_donald_trump.jpg,https://ssl.cdn.turner.com/cnnnext/dam/assets/160930091959-donald-trump-press-conference-july-27-super-169.jpg,CNN.com,http://www.cnn.com/2016/09/30/politics/trump-overnight-media-tweets/,1
310,donald_trump,310,310_donald_trump.jpg,http://www.billboard.com/files/media/donald-trump-2016-debate-sept-billboard-1548.jpg,Billboard,http://www.billboard.com/articles/news/7525544/donald-trump-vs-rosie-odonnell-history,1
313,donald_trump,313,313_donald_trump.jpg,http://www.newyorker.com/wp-content/uploads/2016/09/Cassidy-Does-Donald-Trump-Pay-Federal-Taxes-1200.jpg,The New Yorker,http://www.newyorker.com/news/john-cassidy/does-donald-trump-pay-any-income-taxes-at-all,1
315,donald_trump,315,315_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/WashingtonPost/2016/09/17/National-Politics/Images/AFP_G9148-3034.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/wonk/wp/2016/09/19/donald-trumps-tax-plan-now-favors-the-ultra-rich-even-more/,1
317,donald_trump,317,317_donald_trump.jpg,http://static1.businessinsider.com/image/57d0c0c209d29327008b6929-480/donald-trump-matt-lauer.jpg,Business Insider,http://www.businessinsider.com/donald-trump-matt-lauer-2016-9,1
318,donald_trump,318,318_donald_trump.jpg,https://media4.s-nbcnews.com/j/msnbc/components/video/201610/2016-10-16t22-39-19-9z--1280x720.nbcnews-ux-1080-600.jpg,NBC New,http://www.nbcnews.com/politics/2016-election/what-s-behind-evangelical-support-donald-trump-less-you-think-n666146,1
319,donald_trump,319,319_donald_trump.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Donald_Trump_Rally_10-21-16_(30181858380).jpg,Wikipedia,https://en.wikipedia.org/wiki/List_of_rallies_for_the_Donald_Trump_presidential_campaign,1
321,donald_trump,321,321_donald_trump.jpg,http://static2.politico.com/dims4/default/92bbf97/2147483647/resize/1160x%3E/quality/90/?url\u003dhttp%3A%2F%2Fstatic.politico.com%2F54%2F01%2F7e3ebec24bb5bcc51ad7b13ae035%2F160915-mithcell-trump-ap.jpg,Politico,http://www.politico.com/magazine/story/2016/09/donald-trump-ideas-2016-214244,1
325,donald_trump,325,325_donald_trump.jpg,http://www.newyorker.com/wp-content/uploads/2016/09/First-Debate-03-1200.jpg,The New Yorker,http://www.newyorker.com/news/amy-davidson/donald-trump-a-failed-bully-in-his-debate-with-clinton,1
327,donald_trump,327,327_donald_trump.jpg,http://img.huffingtonpost.com/asset/,The Huffington Po,http://www.huffingtonpost.com/entry/donald-trump-daca-dreamers_us_58481963e4b0d0df18372021,1
329,donald_trump,329,329_donald_trump.jpg,http://twt-thumbs.washtimes.com/media/image/2016/07/12/Dumping_Trump.JPEG-1c8ea_c0-0-4135-2410_s885x516.jpg?ff98095bc7010669cd306bcca31a9f7b2925e38b,Washington Time,http://www.washingtontimes.com/news/2016/jul/12/donald-trump-black-americans-not-necessarily-wrong/,1
330,donald_trump,330,330_donald_trump.jpg,https://pmcdeadline2.files.wordpress.com/2016/03/donald-trump.jpg?w\u003d446\u0026h\u003d299\u0026crop\u003d1,Deadline,http://deadline.com/2016/04/donald-trump-biography-washington-post-scribner-1201735363/,1
335,donald_trump,335,335_donald_trump.jpg,https://www.usnews.com/dims4/USNEWS/1b35796/2147483647/thumbnail/970x647/quality/85/?url\u003d%2Fcmsmedia%2F50%2Fd66dfaa903e31a6f64199dd4ad2332%2Fresizes%2F1500%2Fmedia%3A11001fcba14147389323b2cff28eb30fCampaign2016Debate.JPEG,US News \u0026 World Repor,https://www.usnews.com/news/articles/2016-09-27/ford-fact-checks-donald-trump-on-mexico-move-accusations-during-debate,1
336,donald_trump,336,336_donald_trump.jpg,http://i0.wp.com/peopledotcom.files.wordpress.com/2016/10/donald-trump-news52.jpg?crop\u003d0px%2C0px%2C660px%2C495px\u0026resize\u003d660%2C495\u0026ssl\u003d1,People,http://people.com/politics/donald-trump-attacked-people-writer/,1
338,donald_trump,338,338_donald_trump.jpg,http://www.trbimg.com/img-57f1b824/turbine/ct-donald-trump-taxes-smart-20161002,Chicago Tribune,http://www.chicagotribune.com/news/opinion/commentary/ct-donald-trump-taxes-smart-20161002-story.html,1
345,donald_trump,345,345_donald_trump.jpg,http://www.charlotteobserver.com/news/politics-government/campaign-tracker-blog/dwe8tb/picture108019582/ALTERNATES/FREE_640/Donald%20Trump,Charlotte Observer,http://www.charlotteobserver.com/news/politics-government/campaign-tracker-blog/article108019587.html,1
349,donald_trump,349,349_donald_trump.jpg,http://cdn.thedailybeast.com/content/dailybeast/articles/2016/10/08/donald-trump-just-lost-the-election/jcr:content/image.crop.800.500.jpg/49198167.cached.jpg,The Daily Bea,http://www.thedailybeast.com/articles/2016/10/08/donald-trump-just-lost-the-election.html,1
359,donald_trump,359,359_donald_trump.jpg,https://i.ytimg.com/vi/R8Wde1fFvPg/maxresdefault.jpg,YouTube,https://www.youtube.com/watch?v\u003dR8Wde1fFvPg,1
360,donald_trump,360,360_donald_trump.jpg,http://assets.nydailynews.com/polopoly_fs/1.2822693.1475945533!/img/httpImage/image.jpg_gen/derivatives/article_750/trumptv9n-1-web.jpg,New York Daily New,http://www.nydailynews.com/news/politics/trump-cheating-ivana-marla-beautiful-1994-article-1.2822695,1
361,donald_trump,361,361_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_trumprally_100516ev_007_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,1
362,donald_trump,362,362_donald_trump.jpg,http://static3.businessinsider.com/image/57fe50328109ee87238b50fa-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/donald-trump-virginia-2016-10,1
