candidate,image_file,image_url,news_source,news_source_url,image_hash,bias_rating
hillary_clinton,255_hillary_clinton.jpg,http://static2.businessinsider.com/image/57e1ca12077dcc3d018b71ee-2400/gettyimages-454651956.jpg,Business Insider,http://www.businessinsider.com/hillary-clinton-environment-climate-change-platforms-policies-plans-2016-10,2f4f4f69c949170f,0
hillary_clinton,262_hillary_clinton.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/160907063254-hillary-clinton-august-25-2016-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/09/06/health/cough-cold-explainer/,5bdbdb7b999acfc1,0
hillary_clinton,287_hillary_clinton.jpg,https://timedotcom.files.wordpress.com/2015/11/hillary-clinton-gun-control.jpg?quality\u003d85,Time,http://time.com/4101947/hillary-clinton-guns-democrats/,ca2e3e6e4f6595a5,-2
hillary_clinton,292_hillary_clinton.jpg,http://static1.businessinsider.com/image/5810faee362ca425008b50a9-1190-625/hillary-clinton-this-is-not-who-we-are.jpg,Business Insider,http://www.businessinsider.com/hillary-clinton-on-trump-immigration-ban-not-who-we-are-2017-1,1323232323139393,0
hillary_clinton,311_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/09/13/Clinton_c0-208-4392-2768_s885x516.jpg?66fcf1156075fccce64d54081c241202883d8f7d,Washington Time,http://www.washingtontimes.com/news/2016/sep/13/hillary-clintons-pneumonia-cover-up-reinforces-har/,739a8a8aa2b6b62d,1
hillary_clinton,320_hillary_clinton.jpg,https://timedotcom.files.wordpress.com/2015/09/hillary-clinton21.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4056800/read-the-6-most-interesting-hillary-clinton-emails/,a767535353533393,-2
hillary_clinton,338_hillary_clinton.jpg,http://static3.businessinsider.com/image/57faf6b44046dd98168b456e-480/hillary-clinton.jpg,Business Insider,http://www.businessinsider.com/hillary-clinton-public-and-private-positions-2016-10,4c4d4d4d4e4e4e6c,0
hillary_clinton,349_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/08/22/Campaign_2016_Clinton_Emails.JPEG-b2869_c0-0-5244-3057_s885x516.jpg?955bfdab15ccb0b0b73067c3cd7b9a28c39bdb03,Washington Time,http://www.washingtontimes.com/news/2016/aug/22/hillary-clinton-president-for-sale/,fcbff37b6b7969e9,1
hillary_clinton,357_hillary_clinton.jpg,http://static6.businessinsider.com/image/57c9c359b996eb7a018b5f73-480/hillary-clinton.jpg,Business Insider,http://www.businessinsider.com/hillary-clinton-free-college-tuition-plan-details-2016-9,00101a1a1a3c1c59,0
hillary_clinton,387_hillary_clinton.jpg,http://pixel.nymag.com/imgs/daily/intelligencer/2013/06/04/04-hillary-clinton-laugh.w710.h473.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2013/06/hillary-clinton-pantsuit-jokes-video-history-list.html,333173d3d2f6bdb9,-2
hillary_clinton,413_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/10/17/Clinton_c0-293-3748-2478_s885x516.jpg?08968f57630ef02876dd282abdb693819eb88124,Washington Time,http://www.washingtontimes.com/news/2016/oct/17/paul-ryan-says-state-dept-involved-cover-help-hill/,0f0f0f0f1f1f1f1d,1
hillary_clinton,445_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/09/18/Campaign_2016_Clinton.JPEG-6b1fe_c0-0-5311-3096_s885x516.jpg?9a3417e6ad0ed3d1a23601ce5d8fdbdfc63c682d,Washington Time,http://www.washingtontimes.com/news/2016/sep/18/hillary-clintons-wal-mart-ties-raising-liberals-ir/,5445494c6c696c6e,1
hillary_clinton,446_hillary_clinton.jpg,http://static3.businessinsider.com/image/57f6cad55124c9660c368484-800/clinton-foundation-warns-donors-about-targeted-phishing-attempts.jpg,Business Insider,http://www.businessinsider.com/fbi-re-opening-investigation-into-hillary-private-e-mail-server-2016-10,00864e4c0e0f4fb0,0
hillary_clinton,448_hillary_clinton.jpg,http://media.washtimes.com.s3.amazonaws.com/media/image/2016/09/08/HillaryClinton.jpg,Washington Time,http://www.washingtontimes.com/news/2016/sep/8/hillary-clintons-speech-mandatory-viewing-at-priso/,839313133f19193f,1
hillary_clinton,450_hillary_clinton.jpg,http://twt-thumbs.washtimes.com/media/image/2016/09/18/9_182016_campaign-2016-clinton-128201_c0-208-4930-3082_s885x516.jpg?4d5855c3a8da694fee4989743c1ce20230bf830f,Washington Time,http://www.washingtontimes.com/news/2016/sep/18/hillary-clinton-top-surrogates-crank-up-heat-again/,4a4a4c4e46cece96,1
hillary_clinton,456_hillary_clinton.jpg,https://timedotcom.files.wordpress.com/2016/07/hillary-clinton-019.jpg?quality\u003d85\u0026w\u003d419,Time,http://time.com/4429984/dnc-hillary-clinton-speech-video-transcript/,0b33b3d1e3f37333,-2
